,id,fullName,shortName,nationality,dateOfBirth,rightArmedBowl,rightHandedBat,bowlingStyle
3292,3485,Nick Browne,N Browne,,1991-03-24,False,True,LEG_SPIN
3294,3487,Adam Wheater,A Wheater,,1990-02-13,True,False,MEDIUM_SEAM
3295,3488,David Masters,D Masters,,1978-04-22,False,False,FAST_SEAM
3297,3491,Jaik Mickleburgh,J Mickleburgh,,1990-03-30,False,False,MEDIUM_SEAM
3298,3492,Jamie Porter,J Porter,England,1993-05-25,True,True,FAST_SEAM
3299,3493,Tom Westley,T Westley,England,1989-03-13,True,True,OFF_SPIN
3300,3494,Paul Walter,P Walter,,1994-05-28,True,True,FAST_SEAM
3303,3497,Luke Wells,L Wells,,1990-12-29,False,True,LEG_SPIN
3304,3498,Will Beer,W Beer,England,1988-10-08,False,False,LEG_SPIN
3307,3502,Jofra Archer,J Archer,England,1995-04-01,True,True,FAST_SEAM
3311,3506,Steve Magoffin,S Magoffin,,1979-12-17,False,True,FAST_SEAM
3312,3507,Ben Brown,B Brown,,1988-11-23,False,False,FAST_SEAM
3313,3509,Craig Cachopa,C Cachopa,,1992-01-17,False,False,MEDIUM_SEAM
3314,3511,Philip Salt,P Salt,,1996-08-28,False,False,OFF_SPIN
3315,3512,Delray Rawlins,D Rawlins,,1997-09-14,True,True,ORTHODOX
3316,3513,Chris Nash,C Nash,,1983-05-19,False,False,OFF_SPIN
3318,3515,Karl Brown,K Brown,,1988-05-17,False,False,MEDIUM_SEAM
3319,3516,Alex Davies,A Davies,,1994-08-23,False,False,MEDIUM_SEAM
3320,3517,Arron Lilley,A Lilley,,1991-04-01,False,False,OFF_SPIN
3321,3518,Jordan Clark,J Clark,,1990-10-14,False,False,MEDIUM_SEAM
3322,3519,Luis Reece,L Reece,,1990-08-04,True,True,MEDIUM_SEAM
3323,3521,Steven Croft,S Croft,,1984-10-11,False,False,OFF_SPIN
3324,3522,Tom Bailey,T Bailey,,1991-04-21,False,False,FAST_SEAM
3325,3523,Nathan Buck,N Buck,,1991-04-26,False,False,FAST_SEAM
3327,3526,Gavin Griffiths,G Griffiths,,1993-11-19,False,False,FAST_SEAM
3328,3527,Luke Procter,L Procter,,1988-06-24,False,True,MEDIUM_SEAM
3330,3529,Matt Parkinson,M Parkinson,England,1996-10-24,True,True,LEG_SPIN
3332,3531,Sam Hain,S Hain,England,1995-07-16,False,False,OFF_SPIN
3334,3533,Chris Wright,C Wright,,1985-07-14,False,False,FAST_SEAM
3335,3534,Keith Barker,K Barker,,1986-10-21,True,True,MEDIUM_SEAM
3336,3535,Rikki Clarke,R Clarke,England,1981-09-29,False,False,FAST_SEAM
3337,3536,Tim Ambrose,T Ambrose,,1982-12-01,False,False,MEDIUM_SEAM
3338,3537,Ateeq Javid,A Javid,,1991-10-15,False,False,OFF_SPIN
3339,3538,Aaron Thomason,A Thomason,England,1997-06-26,True,True,FAST_SEAM
3342,3541,Josh Poysden,J Poysden,,1991-08-08,False,True,LEG_SPIN
3343,3542,Ian Westwood,I Westwood,,1982-07-13,False,True,OFF_SPIN
3345,3544,Gordon Muchall,G Muchall,,1982-11-02,False,False,MEDIUM_SEAM
3346,3545,Usman Arshad,U Arshad,,1993-01-09,False,False,MEDIUM_SEAM
3347,3546,Michael Richardson,M Richardson,,1986-10-04,False,False,OFF_SPIN
3351,3551,Graham Clark,G Clark,,1993-03-16,False,False,LEG_SPIN
3352,3552,Chris Rushworth,C Rushworth,,1986-07-11,False,False,FAST_SEAM
3353,3553,Paul Coughlin,P Coughlin,,1992-10-23,False,False,MEDIUM_SEAM
3355,3555,Mark Stoneman,M Stoneman,England,1987-06-26,False,True,OFF_SPIN
3358,3560,James Weighell,W Weighell,,1994-01-28,False,True,MEDIUM_SEAM
3359,3561,Keaton Jennings,K Jennings,England,1992-06-19,True,False,MEDIUM_SEAM
3360,3562,Ryan Pringle,R Pringle,,1992-04-17,False,False,OFF_SPIN
3362,3564,Mark Wallace,M Wallace,,1981-11-19,True,True,MEDIUM_SEAM
3363,3565,Andrew Salter,A Salter,,1993-06-01,False,False,OFF_SPIN
3364,3566,Graham Wagg,G Wagg,,1983-04-28,True,False,MEDIUM_SEAM
3366,3568,Owen Morgan,A Morgan,,1994-04-11,True,False,ORTHODOX
3367,3570,Craig Meschede,C Meschede,,1991-11-21,False,False,FAST_SEAM
3368,3571,Lukas Carey,L Carey,,1997-07-17,False,False,FAST_SEAM
3370,3573,Will Bragg,W Bragg,,1986-10-24,False,True,MEDIUM_SEAM
3372,3575,Jack Murphy,J Murphy,,1995-07-15,True,True,MEDIUM_SEAM
3373,3576,Nick Selman,N Selman,,1995-10-18,False,False,MEDIUM_SEAM
3375,3578,David Lloyd,D Lloyd,,1992-06-15,False,False,MEDIUM_SEAM
3376,3579,Kiran Carlson,K Carlson,,1998-05-16,False,False,OFF_SPIN
3377,3580,Chris Cooke,C Cooke,,1986-05-30,False,False,MEDIUM_SEAM
3379,3582,Ben Cox,O Cox,England,1992-02-02,False,False,FAST_SEAM
3380,3583,Richard Oliver,R Oliver,,1989-11-14,False,True,MEDIUM_SEAM
3381,3584,Gareth Andrew,G Andrew,,1983-12-27,False,True,FAST_SEAM
3382,3586,Brett D'Oliveira,B D'Oliveira,,1992-02-28,False,False,LEG_SPIN
3383,3587,Joe Leach,J Leach,,1990-10-30,False,False,MEDIUM_SEAM
3385,3589,Ross Whiteley,R Whiteley,,1988-09-13,True,True,MEDIUM_SEAM
3386,3590,Jack Shantry,J Shantry,,1988-01-29,True,True,FAST_SEAM
3388,3592,Josh Tongue,J Tongue,,1997-11-15,False,False,MEDIUM_SEAM
3389,3593,Tom Kohler-Cadmore,T Kohler-Cadmore,,1994-08-19,False,False,OFF_SPIN
3390,3594,Charlie Morris,C Morris,,1992-07-06,False,False,FAST_SEAM
3391,3596,George Rhodes,G Rhodes,,1993-10-26,False,False,OFF_SPIN
3392,3597,Tom Fell,T Fell,,1993-10-17,False,False,MEDIUM_SEAM
3393,3598,Mitchell Claydon,M Claydon,,1982-11-25,False,True,FAST_SEAM
3395,3600,Ivan Thomas,I Thomas,,1991-09-25,False,False,MEDIUM_SEAM
3396,3601,Calum Haggett,C Haggett,,1990-10-30,False,True,MEDIUM_SEAM
3398,3603,Alex Blake,A Blake,,1989-01-25,False,True,FAST_SEAM
3399,3604,Daniel Bell-Drummond,D Bell-Drummond,England,1993-08-04,False,False,FAST_SEAM
3400,3605,Fabian Cowdrey,F Cowdrey,,1993-01-30,True,False,ORTHODOX
3403,3608,Matt Coles,M Coles,,1990-05-26,False,True,FAST_SEAM
3404,3609,Sean Dickson,S Dickson,,1991-09-02,False,False,MEDIUM_SEAM
3406,3611,Joe Denly,J Denly,England,1986-03-16,True,False,LEG_SPIN
3408,3614,Adam Rouse,A Rouse,,1992-06-30,False,False,OFF_SPIN
3409,3615,Sam Northeast,S Northeast,,1989-10-16,False,False,OFF_SPIN
3412,3622,Tom Alsop,T Alsop,England,1995-11-26,True,True,ORTHODOX
3413,3623,Lewis McManus,L McManus,,1994-10-09,False,False,MEDIUM_SEAM
3414,3624,Will Smith,W Smith,,1982-09-28,False,False,OFF_SPIN
3417,3629,Joe Weatherley,J Weatherley,,1997-01-19,False,False,OFF_SPIN
3419,3631,Rory Burns,R Burns,England,1990-08-26,True,False,MEDIUM_SEAM
3421,3635,Steve Davies,S Davies,,1986-06-17,False,True,MEDIUM_SEAM
3422,3636,Ollie Pope,O Pope,England,1998-01-02,True,True,MEDIUM_SEAM
3423,3637,Mathew Pillans,M Pillans,,1991-07-04,False,False,FAST_SEAM
3425,3639,James Burke,J Burke,,1991-01-25,False,False,MEDIUM_SEAM
3426,3640,Arun Harinath,A Harinath,,1987-04-03,False,True,OFF_SPIN
3427,3641,Ben Foakes,B Foakes,England,1993-02-15,False,False,
3428,3642,Daryl Mitchell,D Mitchell,England,1983-11-25,True,True,MEDIUM_SEAM
3429,3643,Oliver Robinson,O Robinson,,1970-01-01,True,True,
3430,3644,Liam Livingstone,L Livingstone,England,1993-08-04,True,True,LEG_SPIN
3432,3646,Tom Curran,T Curran,England,1995-03-12,True,True,FAST_SEAM
3434,3648,Jack Leaning,J Leaning,,1970-01-01,True,True,
3443,3657,Aadil Ali,A Ali,England,1994-12-29,True,True,
3446,3660,Tom Abell,T Abell,,1970-01-01,True,True,
3450,3664,Tom Helm,T Helm,,1970-01-01,True,True,
3454,3668,Matthew Salisbury,M Salisbury,,1970-01-01,True,True,
3457,3671,Dom Bess,D Bess,England,1997-07-22,True,True,OFF_SPIN
3472,3686,Bryony Smith,B Smith,,1970-01-01,True,True,
3513,3728,Matt Renshaw,M Renshaw,Australia,1996-03-28,True,False,OFF_SPIN
3526,3742,Tom Bruce,T Bruce,New Zealand,1991-08-02,True,True,OFF_SPIN
3528,3744,Duanne Olivier,D Olivier,South Africa,1992-05-09,True,True,FAST_SEAM
3532,3750,Cameron Steel,C Steel,,1995-09-13,True,True,LEG_SPIN
3539,3761,Shubman Gill,S Gill,India,1999-09-08,True,True,OFF_SPIN
3542,3764,Prithvi Shaw,P Shaw,India,1999-11-09,True,True,OFF_SPIN
3548,3770,Tom Banton,T Banton,England,1998-11-11,True,True,
3549,3771,Henry Brookes,H Brookes,,1970-01-01,True,True,
3564,3786,Will Jacks,W Jacks,England,1998-11-21,True,True,MEDIUM_SEAM
3578,3801,Fakhar Zaman,F Zaman,Pakistan,1990-04-10,False,False,ORTHODOX
3611,3834,Krishnappa Gowtham,K Gowtham,India,1988-10-20,True,True,OFF_SPIN
3615,3838,Rahul Tripathi,R Tripathi,India,1991-03-02,True,True,MEDIUM_SEAM
3647,3882,Alex Carey,A Carey,Australia,1991-08-27,True,False,FAST_SEAM
3652,3887,D'Arcy Short,D Short,Australia,1990-08-09,False,False,UNORTHODOX
3659,3901,Marcus Harris,M Harris,Australia,1992-07-21,True,False,
3661,3903,Jake Weatherald,J Weatherald,,1970-01-01,True,True,
3665,3907,Ed Pollock,E Pollock,,1970-01-01,True,True,
3762,4029,Marnus Labuschagne,M Labuschagne,Australia,1994-06-22,True,True,MEDIUM_SEAM
3808,4101,Smriti Mandhana,S Mandhana,India,1996-07-18,True,False,MEDIUM_SEAM
3868,4208,Faheem Ashraf,F Ashraf,Pakistan,1994-01-16,True,False,MEDIUM_SEAM
3885,4285,Mohammad Abbas,M Abbas,Pakistan,1990-03-10,True,True,FAST_SEAM
3889,4295,Colin Ackermann,C Ackermann,South Africa,1970-01-01,True,True,
3925,4332,Zak Crawley,Z Crawley,England,1998-02-03,True,True,
3930,4337,Amar Virdi,A Virdi,England,1998-07-19,True,True,OFF_SPIN
3977,4386,Edward Byrom,E Byrom,,1970-01-01,True,True,
4024,4433,Liam Banks,L Banks,England,1999-06-03,True,True,OFF_SPIN
4035,4444,Ryan Patel,R Patel,,1970-01-01,True,True,
4133,4572,Mujeeb Ur Rahman,M Ur Rahman,Afghanistan,2001-03-28,True,True,OFF_SPIN
4528,5112,Ricardo Vasconcelos,R Vasconcelos,,1970-01-01,True,True,
